pm25,pm10,co,no2,so2,o3,aqi_index,timestamp,station_name,station_lat,station_lon,city,country,source,nearest_factory_distance_km
121.265791853226,182.3254122376046,0.05,31.956409862753638,25.278404031672853,37.256361114846264,151.7956020454153,2026-03-14 11:00:08.278827+00:00,Pune Monitoring Station 1,18.579590953987722,73.86418939468797,Pune,India,synthetic,0.8402683136226337
125.778929120199,175.00063709430268,1.6528245580489729,80.54482413936066,28.675093422520455,29.110613056751426,150.38978310725082,2026-03-14 10:00:08.278827+00:00,Pune Monitoring Station 2,18.450239742124783,74.35207220362132,Pune,India,synthetic,1.8561395607510225
125.74576054575454,137.75333400561863,1.4521101091637916,44.38140911192117,36.2254133867403,39.682057768967965,131.74954727568658,2026-03-14 09:00:08.278827+00:00,Pune Monitoring Station 3,18.461227239204124,73.77263796995855,Pune,India,synthetic,0.5558347595552878
113.63082149436721,156.44498289638352,1.9301860892767908,66.61642006015765,45.41647600870461,35.90377475423077,135.03790219537535,2026-03-14 08:00:08.278827+00:00,Pune Monitoring Station 4,18.422666508891847,73.80347842247559,Pune,India,synthetic,2.8744089109397772
116.55927979014234,190.8037531724401,1.5088420338761,41.19687046074944,15.755187843087604,51.75889181737052,153.68151648129123,2026-03-14 07:00:08.278827+00:00,Pune Monitoring Station 5,18.41845996354642,73.7813423635876,Pune,India,synthetic,4.014516463492123
71.7071602448957,150.44725953800238,1.6933486473125827,62.37377193458026,32.7142877794819,45.35393323162023,111.07720989144904,2026-03-14 06:00:08.278827+00:00,Pune Monitoring Station 6,18.36592270856017,73.87896851341526,Pune,India,synthetic,2.337984591612778
105.11917895414945,168.40797016273433,0.434275344115467,51.60657567285397,19.296273457072047,32.41683227634987,136.7635745584419,2026-03-14 05:00:08.278827+00:00,Pune Monitoring Station 7,18.815479278153596,73.75034955347444,Pune,India,synthetic,1.7264753330628728
64.69591095073649,183.57252595661663,0.2537041827073563,51.302299400284504,25.627530651050055,50.79333497038917,124.13421845367657,2026-03-14 04:00:08.278827+00:00,Pune Monitoring Station 8,18.767776487438667,73.81989376556173,Pune,India,synthetic,0.4939219790175629
82.79462247130468,119.19416933009448,2.2863807050057234,54.173913502367704,11.24313676662078,25.00069178994779,100.99439590069957,2026-03-14 03:00:08.278827+00:00,Pune Monitoring Station 1,18.618658228989645,73.77135756176,Pune,India,synthetic,0.430092487258416
99.98490076246978,171.07184093304957,1.2581978829307727,61.17079382153428,30.255903939673367,37.35980190419642,135.52837084775967,2026-03-14 02:00:08.278827+00:00,Pune Monitoring Station 2,18.53770648569992,73.75656173720269,Pune,India,synthetic,2.5229204050891445
82.2931153702225,122.82179477007519,0.6433282835287684,67.73944961571164,19.305976597972762,42.18741178091531,102.55745507014885,2026-03-14 01:00:08.278827+00:00,Pune Monitoring Station 3,18.607064461877872,73.69773300294666,Pune,India,synthetic,1.2868375382839052
118.28847881404752,135.56815319707593,1.261361350364677,56.40563578187202,7.126655660419701,20.29331291365369,126.92831600556173,2026-03-14 00:00:08.278827+00:00,Pune Monitoring Station 4,18.277884232945294,73.95384795880149,Pune,India,synthetic,3.5639668951896004
108.99209793532029,99.25344250879726,1.2974699567684884,83.98456595572131,20.43736028938574,53.0627335270063,104.12277022205878,2026-03-13 23:00:08.278827+00:00,Pune Monitoring Station 5,18.59671051938228,73.87689485861992,Pune,India,synthetic,3.156188804142392
61.749228078129654,124.74351158447469,2.2722465099659166,23.453591536153027,28.344236435458573,45.56603403498417,93.24636983130218,2026-03-13 22:00:08.278827+00:00,Pune Monitoring Station 6,18.576221015999504,73.82433472210661,Pune,India,synthetic,0.24859104854072664
97.52453276998543,116.1728280921289,1.7861409690837633,58.43704291046886,40.01778891320916,38.409665587904634,106.84868043105716,2026-03-13 21:00:08.278827+00:00,Pune Monitoring Station 7,18.56620980221516,73.65338300728058,Pune,India,synthetic,4.545923951757687
102.69988393901178,201.16344088581965,2.268088996731663,65.13742118299018,38.63302891219562,24.168554185157237,151.93166241241573,2026-03-13 20:00:08.278827+00:00,Pune Monitoring Station 8,18.550146825368905,73.8347293817478,Pune,India,synthetic,0.4237873897206805
81.35665688954812,78.0491233599661,2.1081207574515237,53.55554605802453,9.29193705497342,26.766313781886875,79.70289012475712,2026-03-13 19:00:08.278827+00:00,Pune Monitoring Station 1,18.943974623362514,74.04548200292973,Pune,India,synthetic,6.032242788136082
164.88558120921255,271.1238109703298,1.9315275466207973,38.209237599362716,2.679537192686908,46.015671935157535,218.0046960897712,2026-03-13 18:00:08.278827+00:00,Pune Monitoring Station 2,18.63324799237251,73.88331222839471,Pune,India,synthetic,3.776326724604248
73.57661203290672,133.66441011126267,2.452784184630115,61.140971348906895,22.413651629613117,26.465193707612826,103.6205110720847,2026-03-13 17:00:08.278827+00:00,Pune Monitoring Station 3,18.456852245234487,73.89776063699101,Pune,India,synthetic,0.8665304866220752
93.11761072135879,219.55684611109473,1.7042196171783088,77.65479022046115,19.00704401460848,24.22584350374463,156.33722841622676,2026-03-13 16:00:08.278827+00:00,Pune Monitoring Station 4,18.46679965276478,73.85542250454633,Pune,India,synthetic,1.0038810386389034
169.49644063523075,103.03759943490263,2.270791362989076,39.94145643825947,33.315730128742445,47.77426449158795,136.2670200350667,2026-03-13 15:00:08.278827+00:00,Pune Monitoring Station 5,18.402781261888382,73.76148519677321,Pune,India,synthetic,6.319796461734976
72.08243065997134,160.07324906669362,1.236013215727376,33.48788472465503,11.220624256803807,44.58881876583179,116.07783986333249,2026-03-13 14:00:08.278827+00:00,Pune Monitoring Station 6,18.720698505117095,73.85773417369323,Pune,India,synthetic,0.4839132655812887
